44	20
8405	218
1883	3
3634	392
624	8
3634	49
9337	51
4772	51
12083	207
4772	2
11877	14
4875	99
6321	325
8592	67
3796	27
1756	1
7470	27
1756	2
3435	1
2717	18
749	2
11148	1533
6466	16
8180	9
9769	25
1129	2
1845	22
1129	2
1242	24
10905	19
864	14
3373	2277
4565	1
13454	1337
1469	2
10934	91
1194	1
3969	5
7605	1
358	1
596	5
12799	96
107	20
1329	2
864	1
11974	176
1126	41
2238	8290
3151	827
272	51
12319	72
2565	52
3162	143
5877	107
5400	4
8925	5
628	2
192	42
138	1
4413	3
855	11
3180	516
818	1
2170	4
1470	6
3345	6
1948	4
527	743
154	1
14319	97
3698	67
1890	86
8003	271
10145	17
211	1
8679	2
10042	11
6166	38
1101	1228
4031	29
2301	8
1610	3
10514	324
11209	19
5336	1
3787	458
34	1
959	626
12485	39
4158	1
4683	672
2783	462
7154	136
198	12
1304	11
3399	3
4688	3
2584	66
92	1
5356	73
11624	1
11761	2
3186	31
844	21
92	1
6048	29
45	4
4298	378
895	19
1019	20
6132	569
2421	3283
6925	16
5996	268
864	2
10620	257
5893	1542
4435	1276
6200	7
5378	102
2	1194
8	4970
1911	2
1829	1
162	1
3589	1066
496	1
5798	135
66	1
6023	53
933	1
4088	1
1610	1524
412	2
6030	856
412	6
8018	108
10561	8
1706	6
71	3
7993	65
2558	4
3410	2
6655	1
436	1
8383	639
10461	90
379	2
1832	2
277	2
2700	140
1308	2
436	1
6692	1015
421	2
5551	26
11309	17
4235	1344
11508	9
10392	14
8132	3
4858	1
864	1
2136	199
29	3
6216	31
4476	39
4881	1411
4641	24
1038	33
386	1
10192	2
8032	31
1033	12
1048	6
8603	40
1879	5
5117	184
873	6
13238	3927
251	1
11189	149
6	1
8098	318
64	1
11162	2930
6856	2
6695	12
4626	3
4825	12
7469	3
1825	14
1027	9
6140	19
133	1
4690	2
162	1
4833	595
10015	13
7015	6
2048	1
3591	39
559	75
12195	2
523	1
7832	11
138	2
3046	506
3942	339
214	2
6033	1283
1656	14
2205	1
6455	4
1165	4
6455	7
1417	1
9117	223
8897	565
2689	3
2412	2
4248	10
217	1
8663	5
1082	1
7585	17
1134	49
1064	5
3630	1
2695	1
1745	140
9606	174
77	3
6240	49
2237	25
37	76
10143	2
6616	25
7445	17
10307	127
11620	20
11620	10
2412	5
9015	75
8651	6
1332	4
3123	514
1743	15
4476	6
5847	32
1315	2
4826	75
276	1
5076	23
143	1
8319	166
6609	15
1099	520
29	8
1099	39
8449	2
8867	1
561	2
7673	110
6116	2
1835	760
4727	12
4865	876
1405	1
4306	1
8163	2
9210	1
1879	7
3336	50
8776	80
957	8
8990	828
2753	29
9561	3
2753	3
9511	15
2753	2
34	1
4838	1
6298	5
4838	15
64	1
8559	4320
793	1
7940	51
64	1
8849	4078
4126	17
5321	4
1664	292
5321	17
10893	327
504	1
6629	53
10497	907
7193	12
4415	1
13955	12
4415	1
8036	1008
4415	1
8314	1
2771	1
1133	110
2771	2
6780	6
859	1
12045	32
3344	782
11359	28
3183	2
2283	89
4452	1227
2950	4
7805	701
3904	1
10525	153
864	1
1157	4
12746	318
1157	926
436	1
11702	531
9618	12
9231	2
6962	133
3261	437
1329	2
3662	262
6405	87
2997	341
3375	25
2997	151
5938	4
933	1
1082	35
1486	206
7592	107
1164	4
6348	22
6909	23
70	6
76	7
8170	22
2047	8
7926	1226
4057	1
12168	308
7515	7
1100	1
6443	98
8990	49
6751	1
3061	7
3350	15
2204	1
2019	9
968	9
3590	113
2682	1186
9072	50
436	1
8931	833
6504	250
459	5
8781	115
459	3
4335	143
459	5
6047	1
459	1
5815	2
4567	2
162	1
4048	18
3335	1
432	2
13239	43
988	821
9091	2
10909	1
34	1
652	96
3435	1
7438	45
6280	721
4464	571
7302	86
561	22
2545	4
1548	2
5950	6
1548	3
5032	1
1548	3
3421	1
1548	1
1306	3
9377	2
5025	3
9360	5
1667	1
6903	4446
3	1
1396	20
1213	1
9145	750
2911	136
12166	25
34	1
5971	76
1940	1
5981	10
10221	16
508	2
4375	113
508	4
3170	23
4049	1
422	1
3487	1
1667	1
2781	91
4448	12
1273	2
13190	115
3032	16
5775	505
9785	83
6195	38
9785	14
11190	12
10219	231
34	1
3646	361
34	1
11092	13
5480	246
2300	143
70	2
3568	8
6853	7
12361	1118
8610	349
2419	5952
119	2
5132	126
5655	37
1672	45
3123	2
14330	32
451	1
631	1
3177	1
1855	1
64	1
4577	1478
2846	49
1568	1
3065	151
1568	2
384	4
6915	943
6324	1
3226	41
4701	22
7283	45
6387	16
6338	356
5384	1
12659	1
436	1
10598	682
1164	5
2014	2
820	1
11156	53
992	1
10315	32
7721	7
7587	219
8155	26
238	1
6793	10
238	1
6993	14
238	1
6794	531
2189	33
660	1
3179	81
8189	52
10524	471
3966	3
6759	110
2637	38
6263	870
2958	1
169	53
5827	20
3119	1
3666	51
3119	2
3492	245
3119	3
2046	5
7969	30
386	2
13363	853
34	3
2217	534
64	1
259	9003
8576	14
1021	4
11589	229
1021	4
9084	3986
7202	1204
310	31
332	2
13300	76
2123	44
791	8
1965	612
2033	2
1211	67
34	1
4658	1215
360	1
580	1
2660	8
4603	11
12509	23
9217	147
523	1
9917	267
384	1
10228	18
143	1
11115	44
8548	191
1515	8
754	987
7783	173
1795	3
184	162
802	21
13701	882
9800	8
10414	41
7194	1
11938	4
1936	1
5129	2
1471	1
3485	11
22	10
9761	140
820	1
12719	370
1948	3
712	43
6939	27
2126	52
64	1
3448	7963
3726	13
3861	123
1396	24
4819	73
25	1
8329	219
2353	4
6493	288
11732	22
171	3
8655	30
171	1
2284	1
2477	10
3204	1
2785	1
64	1
3555	7783
69	93
4212	23
6503	21
13324	20
375	264
863	2805
11346	78
10190	33
9990	10
9995	43
846	1
10982	7
162	1
10922	1
4360	18
2970	36
7526	1
9105	3
333	1
5416	31
820	1
5179	2009
34	1
9532	35
2980	10
3782	1
8099	33
3782	1
6283	104
11446	51
143	1
8193	20
6375	26
3009	6
92	1
10548	243
1953	240
11939	42
552	1
3654	3
9386	347
11712	63
1088	2
1461	13
6491	26
1214	2941
5493	1
3674	2
3460	12
411	83
468	11
3044	834
639	1
3044	1
2622	3
14392	3548
5039	1397
465	119
6921	13
3203	9
2519	1
3961	1
7032	1
191	2
2514	3
1961	13
162	1
944	3272
154	1
13591	34
2537	1
8035	2
235	3
7256	12
162	1
252	10
9803	2
9173	460
873	3
43	170
5582	864
114	12
2626	597
114	124
1329	3
1227	2222
2497	849
222	1
6013	488
7537	2519
384	1
6255	14
162	1
11719	242
441	19
11043	206
34	1
11043	485
66	1
4632	104
7841	106
1325	5
9057	55
4563	2814
34	1
2424	482
310	6
3580	62
4881	1344
1004	14249
992	2
24	69
594	1
3683	1537
1930	1
9186	11
143	1
4379	81
9223	122
4379	443
333	1
6267	1
990	5
5188	3
6	1
6163	1
1329	1
6329	1109
10149	10
7914	356
143	1
1927	6
236	267
10231	467
62	3
10310	737
2244	12
9472	848
162	1
3367	3
6018	899
6003	435
1100	1
11699	102
3310	29
2155	15
2738	1
3739	262
2552	1
13436	3
1082	1
6867	500
34	1
4130	20
933	5
7624	39
9064	145
6999	1530
6256	1072
1249	196
3030	7
617	2
843	3
1798	1
6063	32
7320	357
3271	360
3923	97
820	1
7771	231
864	1
1833	1
480	97
13074	1378
4906	1
624	5
34	1
3678	25
857	1
4981	1
29	4
2712	22
64	1
2139	3210
70	1
2320	65
3240	71
4072	227
561	1
168	2
13813	55
1046	1
143	1
14246	620
2950	22
1576	88
384	1
5941	3
245	1
13343	109
2440	1
14426	919
3437	33
497	90
5959	49
2263	2
11590	386
531	1
1938	1
6365	36
2848	2
10478	157
4420	1
5824	17
4165	293
8115	28
162	1
3863	4
92	1
8062	52
4623	1907
7975	570
1469	1
4332	1
9766	21
5350	28
238	1
5470	3
143	1
720	312
11982	224
9367	2505
143	1
2479	44
3432	4
834	849
1439	1
8172	37
12089	3
8545	11
3234	6
11410	63
27	8
3894	187
5784	40
2660	1
25	1
6721	264
1307	2
4071	6
2360	67
4502	21
183	2
10837	1343
10566	8
9262	18
10400	1
582	23
1019	6
3310	156
1715	3
3829	156
10400	1
1553	5
226	3
13348	262
34	1
10270	28
1564	1
7694	1
2093	6
5449	37
7386	2905
11184	1283
11755	229
4491	18
2863	1
6081	1
1936	5
7721	2134
1483	12
2104	9
713	1
3846	122
657	10
2013	481
162	1
2674	1203
64	1
5534	2595
160	4
1352	9
594	2
2149	41
3871	46
273	25
2020	925
5469	6
6994	2620
5469	11
64	1
1718	2304
2298	1
4350	20
1004	5
5641	614
1587	12
6045	23
10815	907
4830	2278
11454	425
11124	13
218	23
6617	5
5945	5
1349	36
9022	1237
1255	2
9864	64
3048	38
7832	66
6682	42
276	7
467	70
1048	3
467	61
7159	183
377	13
436	1
8355	60
7236	848
2252	2
162	1
5803	46
793	1
3545	11
29	2
3242	6
34	1
2731	425
1126	2
3033	194
251	1
3033	165
92	1
7182	1
2169	6
10261	97
1194	7
12335	851
64	1
2211	6465
236	499
1436	370
70	1
2214	2
681	1191
3953	659
9431	602
2858	16
4718	9
7778	15
263	5
2301	19
451	3
11070	7
70	2
11070	9
1077	29
369	253
1051	13
8443	339
451	1
6252	3
6821	124
559	473
92	1
2507	12
2969	9
11028	14
2194	1
1388	1
9152	1
1388	3
11491	69
4942	7
9889	92
1137	1436
6282	53
8085	21
64	1
10330	6406
6370	1
9006	1
2950	5
3483	570
7579	27
1391	8
1720	1
2643	1
13599	409
9673	1
117	65
9673	1
8861	14
9673	1
10035	7
4078	25
436	1
2490	1280
384	1
11263	8
34	1
6414	10
66	1
4223	96
92	1
529	2557
5863	3
2822	2
4672	30
5661	23
34	1
205	303
138	1
8118	37
92	1
4113	61
162	1
4390	934
660	3
8177	570
7240	1
3409	1
4622	11
6349	99
1229	1
9951	2
1306	9
635	96
13290	113
183	1
484	4
8866	305
957	5
6424	80
1262	2
2647	4
10507	26
1082	27
436	1
3478	430
1938	4
5866	295
5933	113
13777	115
34	1
902	375
9375	211
1911	16
64	1
11752	4895
3797	1
1314	115
6116	1
8367	47
1306	1
3308	18
36	1
867	4
12103	978
6654	957
70	2
6654	3
9792	348
10810	580
4372	414
6673	956
3993	115
34	1
13588	663
34	15
8168	3
34	1
2087	16
6932	125
143	1
1218	2
11129	249
2120	55
381	141
9348	342
9163	169
140	1
10344	25
140	1
2048	23
4188	207
421	3
2735	1
183	2
2735	1
217	1
11618	1172
496	1
11993	20
873	1
8992	11
739	1
10356	3
4850	126
9068	13
2125	1
1416	132
778	6
362	4
7667	444
3836	92
34	1
10017	367
2154	367
1711	12
3669	2
566	6
5132	118
119	1
436	1
8824	763
1883	1
2069	125
1980	1
5782	2
230	1
6513	3
4114	1007
470	4
3866	551
6745	1277
4386	133
1062	6
2308	173
12537	19
4409	400
2286	21
5336	1
1324	149
12886	8
5368	3
3243	11
4679	78
92	1
1077	22
492	1
1077	42
245	14
9517	1758
2426	4
5598	150
5723	2
11187	73
1048	2
13673	11
1329	1
32	216
515	1
7682	1
962	4
7682	2
422	1
2396	1
1212	31
469	4
7350	162
469	6
7871	1
469	1
64	1
7417	621
245	1
10324	26
143	1
2508	2
1804	1
499	13
395	1
13269	17
6230	1107
742	2
5757	1
11457	1
4137	124
8204	4
2761	1
9331	7
9563	16
7815	38
223	34
638	1
649	662
2003	63
9279	9
13010	1014
908	51
4691	400
2426	2
125	5
9051	558
1207	506
140	1
130	109
374	212
3230	1
2523	7
3211	8
4496	1
7431	39
204	5
2809	15
11539	31
1468	55
1887	2
7	579
344	1
12897	6
1936	2
6926	11
8492	314
3511	761
6896	472
1017	59
251	18
1126	1
34	1
414	97
1667	1
8455	123
6549	27
100	1
1166	1
6288	15
7947	78
1905	887
7793	218
2210	166
8402	38
8313	459
1802	2
2931	103
864	1
1364	2
7491	191
7558	975
10475	18
7732	30
789	54
13899	390
8851	12
4475	2
401	1
9110	108
3245	35
2062	2387
4677	493
4640	1
245	1
9330	23
4942	1050
443	4
6451	10
3554	114
3174	22
1536	9
5032	316
3818	99
34	1
9192	10
436	1
7244	162
6	1
5536	1
10215	151
13406	2454
143	1
6487	202
10533	15
538	1
1684	4
4700	105
6289	2
4707	87
7257	6
7920	9
8940	105
3922	168
6991	1143
3389	1
272	2
7763	2
11739	218
194	16
538	2
7211	25
1924	1
6681	1
4031	2
1179	1
1092	15
1179	1
11770	156
1179	1
8075	48
1179	1
9581	66
1179	1
10959	197
7843	385
204	1
5202	10
1746	7
6995	6
1439	1
7981	167
7060	17
4221	25
1936	1
5441	5
1684	1
5441	4
10015	17
7284	23
8005	789
910	44
3351	104
3546	242
836	2
7260	4
10428	2
1075	1
436	1
4371	329
3903	17
12144	77
162	1
11661	18
5241	49
1376	1
3593	77
1376	2
5598	234
1376	1
6689	581
6964	150
143	1
6943	81
749	1
7367	1059
3503	4
9289	1
624	10
10937	89
352	141
1203	203
545	2
2658	128
864	2
3717	2
143	1
3264	10
62	5
10343	483
1428	5
4337	14
2369	5
275	4
2609	4
6722	930
1278	6
1939	9
1773	1
2264	1662
162	1
3808	38
1808	49
12131	386
1100	1
3888	22
5854	13
2057	5
386	1
10044	2
5462	34
10117	50
174	179
10117	449
165	1
10189	1
8020	732
12221	54
12389	283
11809	111
64	1
3963	1773
1126	1
11370	32
3345	7
1470	6
2031	24
987	1
10860	1
896	1387
7942	2
4711	1
8921	10
4711	1
436	1
5956	39
2503	276
3798	16
4290	3
8828	189
3663	8
3475	251
217	1
810	92
864	5
2075	415
2008	1
2257	37
77	6
4839	93
711	28
1615	235
1004	1
7658	38
9766	1
708	1
7000	4
708	1
692	5
1197	2
639	1
1582	13
6770	1089
6699	1020
1100	1
2283	93
2822	3
104	291
1182	14
4772	2
9798	2786
4772	17
6901	6
4875	100
1126	1
2147	87
4039	145
8617	413
9879	9
7379	2
5735	387
5139	264
3136	375
1700	417
10567	39
5804	796
1883	1
5804	46
384	2
4773	216
10246	333
5029	5
642	14
3339	14
855	13
7014	16
992	2
3911	230
660	1
10441	295
3877	20
7510	307
152	3
4305	56
5945	2
4713	14
7135	190
436	1
6425	6
436	1
14479	1467
436	1
12191	1093
436	1
3657	10
2837	210
8870	5
260	3
263	6
888	96
2622	1
818	218
4685	10
6186	13
217	1
9124	10
4641	819
3453	9
8873	1288
6354	23
8001	27
6251	1691
34	1
3005	453
3077	19
6007	107
1134	127
272	20
2373	2
9632	175
3634	976
1316	6
4343	235
1316	1
820	1
8925	415
2678	663
3301	2
2008	11
11766	4393
1930	1
5974	14
4274	352
1400	607
1930	1
11919	2
864	1
1159	40
8852	15
8622	7
864	1
7872	3
10614	11
11209	14
143	1
13911	744
7112	58
1298	1
162	1
9767	40
2686	12
198	8
289	17
3399	5
5651	5
7209	2
7768	5
826	166
8678	22
141	4
1976	2
6048	178
3373	2
5394	7
609	8
1973	215
3781	23
2431	2
969	1
10339	3
2440	1
3122	316
1329	1
5812	1117
284	327
881	1
8925	21
412	2
1691	65
7097	433
992	1
10561	101
9024	440
71	23
855	1
7215	4
7215	6
379	2
1755	13
8030	71
5755	539
1128	26
3093	2
4983	1
1213	1
6327	673
92	1
6327	314
4651	1
3313	15
10329	49
3870	1610
9656	52
13068	5
957	6
5984	498
66	1
42	6
6510	1212
1073	570
436	1
1571	211
6734	964
2963	490
776	1
1278	4
143	1
5363	3
1938	3
6359	295
1359	3296
8671	2017
2926	1
3358	1
1755	8
7372	17
1460	39
12610	707
143	1
4412	369
3259	5
1917	75
7947	56
8107	21
217	1
250	52
2046	7
2873	943
5955	7
10670	20
7872	116
4392	5
6923	45
6237	2
25	1
4572	139
11060	30
7716	446
4758	17
501	3
9868	41
1200	1
2411	592
8265	1371
594	1
8167	709
7346	432
10295	60
92	1
2129	215
3373	18
2689	2
7852	420
2689	2
561	1
11118	123
1936	1
498	2
6338	332
6387	362
741	15
5320	28
6775	658
2993	13
3230	3
9261	23
1899	32
1064	4
3234	3
6616	9
9056	935
6616	21
283	1
2044	6
276	2
5715	2
5227	120
6028	2
874	48
1332	1
6354	20
7173	106
64	1
9552	7462
344	2
7746	55
594	1
1743	350
587	4
5847	22
1442	4
9035	4
10299	34
4811	959
2396	9
1412	1
6319	1
1805	1
1805	1
1805	2
5424	1
7230	13
2775	12
6004	78
3649	55
1832	6
10249	5
8229	74
9362	175
2055	16
864	3
3882	814
59	1
892	7
344	1
6018	14
34	1
2571	72
6540	7
2753	4
8502	82
3468	43
2648	6
7276	2
2125	1
2721	18
1582	789
3045	197
5798	60
9171	11
657	7
10254	409
6088	6
5523	50
836	1
2771	1
7720	248
12727	11
2160	1
3011	2
3337	14
3951	2
1247	2
2098	216
844	1
3183	1
957	1
4102	8
1185	111
13207	2889
354	26
5851	856
2527	185
2680	148
143	1
8124	593
723	13
3741	103
332	4
13362	68
11697	114
7132	295
344	2
7348	340
1327	93
2467	5
639	4
2192	973
7101	459
1025	167
9521	67
933	4
892	189
1486	41
34	1
668	44
9720	3
7550	2
864	2
11345	155
1082	1
1164	1
10866	1
5263	277
926	2
8705	546
2440	1
12457	701
92	1
1888	654
2465	1
3637	1
2199	854
13007	467
7550	1250
6057	61
64	1
9585	1694
2797	20
2047	6
7264	690
4057	1
223	46
7731	107
5565	68
3352	538
64	1
3352	5042
5058	388
7515	13
2486	82
7515	7
384	2
11041	781
25	1
6751	265
5057	10
3350	35
4056	3
7729	92
70	1
3777	15
7980	1
459	1
25	1
9366	175
10378	55
589	3
436	1
5605	508
8629	5
4611	12
1451	1
2378	1
9797	1131
4382	491
5895	33
8742	3499
496	1
8558	22
5697	1
4837	339
1929	8
4755	1
9153	16
741	4
4309	205
1548	5
6808	1
1548	1
2412	1
6848	7
1306	8
1892	63
34	1
11933	268
165	3
11933	143
2761	1
2484	1
245	1
2166	90
1407	2
4157	23
6800	1
11042	1
4144	329
1863	174
975	599
11709	8
2382	11
7059	5
492	2
6347	927
2008	1
7931	60
5888	25
3652	17
6	1
5238	161
10109	3
271	117
1667	1
4049	3436
386	2
8320	1042
13148	41
13148	9
864	4
9248	570
13252	593
8467	1869
237	3
4746	1
10158	2
4746	15
3703	19
2964	926
2801	74
4994	4521
9669	1
7441	2
995	1
4728	1
2196	14
174	1
251	2
103	61
1587	1
103	1
8896	16
1658	1
2758	41
7686	18
1923	1707
3075	3807
7438	1
1568	1
11399	84
1568	1
6791	1123
235	11
294	59
6691	38
864	1
10896	50
8346	42
11156	388
6	3
928	1049
1126	4
1223	4729
3284	1
2133	1
6	1
8005	166
873	4
3534	760
34	1
3878	6
9176	10
238	1
2463	38
3179	835
9435	84
3252	8
1407	1
8915	2
1200	2
9868	39
436	1
11474	1037
9323	228
5108	13
8814	8
1021	3
10197	48
1021	3
793	1
8996	6
34	1
8247	16
162	1
11081	55
4403	1127
4100	243
4007	1
4766	1
7854	1
648	2
2879	1
2879	1
1972	11
2117	1
1687	90
8599	11
6437	32
11506	30
6144	69
5063	21
1715	1
276	1
77	5
9579	20
1124	515
1761	5
1004	8
819	2977
3566	1129
8370	19
4852	531
7553	416
341	1
5500	4
384	1
9190	2
1115	64
1515	1
6680	39
1515	3
5558	7
3759	10
7200	132
7200	100
66	1
5653	98
6451	34
392	168
2741	5
7433	5
3669	2
3400	4
3	1
1554	28
5022	50
2943	50
6065	6
4965	2
1304	3
4819	20
1417	4
6493	624
2261	2
9780	14
1420	4
639	1
5956	73
7844	13
10846	7
9447	391
436	1
6813	98
3167	14
833	1
1967	33
863	675
128	41
6198	2
1087	76
6198	4
3718	960
86	3
864	5
5176	758
3437	38
3848	65
850	541
1563	421
1239	63
1176	267
92	1
1176	2203
6199	4
1289	42
3487	5
2970	3
1194	2
9105	620
2252	1
8257	1
245	5
4129	117
13408	1431
9607	1405
25	1
645	84
5813	803
2758	27
18	27
2758	39
462	3
3654	7
436	1
4012	20
185	8
5453	632
6976	29
545	5
4496	1
11493	42
359	694
1354	345
8402	20
309	983
836	2
309	5
92	1
775	30
8245	1
11111	25
2359	10
384	1426
820	1
5040	67
9421	205
114	25
10338	629
222	1
386	2
2191	200
1165	2
2273	4
34	1
6282	165
3500	1352
449	36
4474	40
2817	2
66	1
7376	332
660	1
11043	49
2741	13
11043	275
9796	1997
67	15
793	1
1753	60
2782	19
11961	577
679	14
555	80
2962	4
1195	34
1194	3
286	115
39	5
2329	5
4466	26
2329	3759
8314	30
24	115
9929	86
2859	13
70	1
2243	3
13384	54
13384	128
5891	79
10073	148
4143	158
10630	175
1814	254
11842	211
3887	17
4976	326
6617	169
4551	342
162	1
2888	15
10954	678
326	15
1262	1
4872	104
1250	3
9158	17
9309	55
7403	31
1547	321
920	1
2566	5
920	1
94	32
11699	856
6863	188
2155	28
143	1
8880	26
1744	1
572	2
864	1
13681	80
162	1
5553	47
262	3756
5314	36
5836	1096
1747	670
2203	5
1087	3
436	1
5666	266
2648	11
7784	1422
1938	2
3256	214
973	179
828	16
599	2
1785	32
1247	4
10347	359
143	1
3976	5
660	7
2320	546
14093	599
13602	103
1684	2
1705	1
6101	4
1839	23
333	6
7409	4
344	1
8895	74
6475	9
8895	1285
4470	19
1175	117
1126	98
5012	643
6225	1
6225	3
232	153
2775	8
3302	919
2775	32
1916	1
77	1
6853	2
2795	2271
2125	5
10817	987
7580	143
1933	9
892	29
497	106
776	1
6776	5922
11386	196
531	1
3407	30
531	9
715	51
531	1
1209	808
8841	48
5399	5
1407	33
1469	5
6592	8
5844	925
7485	196
5056	1
8669	739
4929	95
905	200
7407	6
1205	15
8026	220
213	2
315	6
9170	217
2941	45
421	18
8720	110
12186	28
5171	187
6394	1
3030	11
11646	18
395	1
7461	62
9325	3
9325	3
1428	13
1231	47
2552	1
8793	2
3728	6
4900	42
12305	29
729	96
793	1
7142	5
2440	1
7142	9
749	1
3894	760
9533	2107
8084	39
4272	1669
10568	9
1962	1
7026	571
13810	333
10244	1
12586	919
3876	535
1306	2
8612	13
1082	1
8612	11
4708	25
1115	563
4333	4
11086	180
4724	2
9960	319
10707	405
11588	194
1799	31
12545	23
2950	3
6311	413
2738	1
595	1
436	1
12914	105
4601	1
6081	2
7360	274
4514	13
793	1
7289	11
537	227
10395	219
6	1
159	68
62	3
5608	226
723	13
10616	191
13400	819
290	357
46	4
771	968
2765	1638
1992	12
10569	3
10123	238
3191	4
5469	5
784	22
10664	25
5900	94
4549	16
11815	331
7399	155
3765	269
6456	8
793	1
8025	11
3435	1
8510	84
12276	35
12693	79
11181	176
7795	8
4965	19
108	1374
7657	10675
1083	3
138	1
10839	62
1048	2
5940	12
7149	5
502	1
9547	476
2763	93
4083	1
5481	41
992	1
3727	8
2738	1
8852	280
594	1
4933	2126
4504	369
55	6
34	1
9677	32
864	1
850	53
62	4
2878	400
8011	7
6457	126
386	1
12335	5
386	1
1436	2
143	1
7978	4
3117	2
7891	237
437	4
5185	13
1937	261
8069	1729
92	1
559	1
5337	25
8619	7
6971	2
2266	738
6002	10
5090	40
13411	410
11030	2210
6281	1
9661	18
204	1
9661	4
216	22
7593	126
143	1
1640	1154
3008	579
4313	971
992	1
1730	389
2417	3
2562	4
10250	117
2822	15
5739	4
2822	3
1870	1
2822	1
4208	10
5384	3
9316	255
4390	59
4393	8
6500	161
276	1
946	1
1027	38
3733	2
162	1
1840	21
1273	10
439	12
1829	12
4115	44
165	2
2713	219
8224	4
2713	191
2145	9
1082	2
8553	535
2762	83
2554	1411
9663	11
836	5
8192	2
371	5
14093	192
421	6
8367	35
6090	119
11336	727
526	4
6654	440
6734	625
603	84
7373	300
603	21
436	1
3667	1193
8114	117
591	97
143	1
6104	596
4288	39
34	1
13172	109
34	1
13023	4
34	1
4533	24
7248	9
9918	122
140	1
6669	1
140	1
312	1
8967	34
864	1
5915	3
793	1
12038	17
4309	5
13120	22
2950	4
7565	58
12826	15
362	9
2514	9
1005	269
436	1
9216	204
2353	2
2889	47
217	1
6684	1924
2070	107
301	2
8636	1
2983	9
657	6
6277	183
64	1
11930	1946
4147	10
5618	1
3359	1
1062	1
6329	2
1062	1
608	238
2596	452
1513	474
7150	409
6696	46
4406	8
13087	26
1324	81
143	1
1241	56
2143	226
8892	50
7380	12
5466	75
1439	1
11565	113
1587	12
3030	9
3674	10
6374	21
1315	8
1814	687
10059	10
10528	18
2134	4
7682	9
1720	1
2396	8
3090	3
3413	1
1165	7
7417	1
2738	1
4685	1
5022	536
7545	798
3484	2
10324	64
1004	1
2508	118
6679	285
9491	8
625	3
3466	7
2476	1
742	1
10344	261
1463	101
11184	715
4004	3
4467	773
638	5
412	2
638	3
5440	1388
270	4
10749	58
270	1
1746	29
6934	12
245	9
7468	833
7132	1412
3171	2
245	2
4032	170
245	6
5558	4511
165	1
69	3
1129	5
188	75
3522	137
2151	12
7968	7
2151	1
12659	125
1597	723
7137	8
10345	13
8636	1
172	10
7647	21
7351	1458
2609	3
7684	51
2069	1449
2812	203
3913	11
10637	352
1329	2
254	360
5103	1
3213	1
9683	401
4910	49
472	10
1838	1610
295	12
6653	38
138	3
8301	366
3422	30
8301	50
802	12
7926	46
3375	1
10907	442
5777	6
9955	3
5106	2
1532	3
